year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e,log_total_emissions_MtCO2e,country
1975,Syrian Petroleum,State-owned Entity,Oil & NGL,37.23,Million bbl/yr,14.846501100658209,2.7629487252071407,Syria
1975,Syrian Petroleum,State-owned Entity,Natural Gas,4.4376,Bcf/yr,0.3234583962697178,0.28024830756284674,Syria
1976,Syrian Petroleum,State-owned Entity,Oil & NGL,38.325,Million bbl/yr,15.28316289773639,2.790131622891987,Syria
1976,Syrian Petroleum,State-owned Entity,Natural Gas,4.68,Bcf/yr,0.3411270268934287,0.2935103253118202,Syria
1977,Syrian Petroleum,State-owned Entity,Oil & NGL,41.172,Million bbl/yr,16.418483570139667,2.857531916552509,Syria
1977,Syrian Petroleum,State-owned Entity,Natural Gas,6.06,Bcf/yr,0.4417157655927732,0.36583390819437556,Syria
1978,Syrian Petroleum,State-owned Entity,Oil & NGL,37.23,Million bbl/yr,14.846501100658209,2.7629487252071407,Syria
1978,Syrian Petroleum,State-owned Entity,Natural Gas,7.439999999999999,Bcf/yr,0.5423045042921175,0.4332777292463878,Syria
1979,Syrian Petroleum,State-owned Entity,Oil & NGL,36.354,Million bbl/yr,14.497171662995662,2.7406575339197943,Syria
1979,Syrian Petroleum,State-owned Entity,Natural Gas,8.819999999999999,Bcf/yr,0.6428932429914618,0.4964588600672692,Syria
1980,Syrian Petroleum,State-owned Entity,Oil & NGL,35.916,Million bbl/yr,14.322506944164388,2.7293227895781293,Syria
1980,Syrian Petroleum,State-owned Entity,Natural Gas,10.2,Bcf/yr,0.7434819816908063,0.5558842525179679,Syria
1981,Syrian Petroleum,State-owned Entity,Oil & NGL,36.354,Million bbl/yr,14.497171662995662,2.7406575339197943,Syria
1981,Syrian Petroleum,State-owned Entity,Natural Gas,5.28,Bcf/yr,0.384861261110535,0.3255999621383352,Syria
1982,Syrian Petroleum,State-owned Entity,Oil & NGL,35.04,Million bbl/yr,13.973177506501845,2.7062604341912913,Syria
1982,Syrian Petroleum,State-owned Entity,Natural Gas,5.4,Bcf/yr,0.3936081079539562,0.3318961450913957,Syria
1983,Syrian Petroleum,State-owned Entity,Oil & NGL,36.573,Million bbl/yr,14.5845040224113,2.746277088677698,Syria
1983,Syrian Petroleum,State-owned Entity,Natural Gas,5.28,Bcf/yr,0.384861261110535,0.3255999621383352,Syria
1984,Syrian Petroleum,State-owned Entity,Oil & NGL,37.23,Million bbl/yr,14.846501100658209,2.7629487252071407,Syria
1984,Syrian Petroleum,State-owned Entity,Natural Gas,5.4,Bcf/yr,0.3936081079539562,0.3318961450913957,Syria
1985,Syrian Petroleum,State-owned Entity,Oil & NGL,38.982,Million bbl/yr,15.5451599759833,2.806093610470577,Syria
1985,Syrian Petroleum,State-owned Entity,Natural Gas,3.0,Bcf/yr,0.2186711710855312,0.19776106110312094,Syria
1986,Syrian Petroleum,State-owned Entity,Oil & NGL,42.705,Million bbl/yr,17.029810086049118,2.8920265039400683,Syria
1986,Syrian Petroleum,State-owned Entity,Natural Gas,5.4,Bcf/yr,0.3936081079539562,0.3318961450913957,Syria
1987,Syrian Petroleum,State-owned Entity,Oil & NGL,50.589,Million bbl/yr,20.173775025012034,3.0527633888062753,Syria
1987,Syrian Petroleum,State-owned Entity,Natural Gas,13.2,Bcf/yr,0.9621531527763374,0.6740424176157159,Syria
1988,Syrian Petroleum,State-owned Entity,Oil & NGL,58.254,Million bbl/yr,23.23040760455932,3.1876083569964466,Syria
1988,Syrian Petroleum,State-owned Entity,Natural Gas,10.8,Bcf/yr,0.7872162159079125,0.5806592226510324,Syria
1989,Syrian Petroleum,State-owned Entity,Oil & NGL,74.898,Million bbl/yr,29.867666920147688,3.4297092580793085,Syria
1989,Syrian Petroleum,State-owned Entity,Natural Gas,21.0,Bcf/yr,1.5306981975987188,0.9284952320977454,Syria
1990,Syrian Petroleum,State-owned Entity,Oil & NGL,85.41,Million bbl/yr,34.059620172098235,3.5570500457806173,Syria
1990,Syrian Petroleum,State-owned Entity,Natural Gas,61.8,Bcf/yr,4.504626124361944,1.7055888522210314,Syria
1991,Syrian Petroleum,State-owned Entity,Oil & NGL,108.186,Million bbl/yr,43.14218555132444,3.787415913679031,Syria
1991,Syrian Petroleum,State-owned Entity,Natural Gas,74.39999999999998,Bcf/yr,5.423045042921175,1.859892311005414,Syria
1992,Syrian Petroleum,State-owned Entity,Oil & NGL,105.777,Million bbl/yr,42.18152959775243,3.7654128482145217,Syria
1992,Syrian Petroleum,State-owned Entity,Natural Gas,76.2804,Bcf/yr,5.560108132957586,1.881007086502702,Syria
1993,Syrian Petroleum,State-owned Entity,Oil & NGL,123.078,Million bbl/yr,49.080785991587724,3.9136374213888843,Syria
1993,Syrian Petroleum,State-owned Entity,Natural Gas,78.3993,Bcf/yr,5.714555581095296,1.9042776447761178,Syria
1994,Syrian Petroleum,State-owned Entity,Oil & NGL,124.3529999982,Million bbl/yr,49.589227809385605,3.9237386644867325,Syria
1994,Syrian Petroleum,State-owned Entity,Natural Gas,80.514,Bcf/yr,5.868696889593487,1.9269744069606087,Syria
1995,Syrian Petroleum,State-owned Entity,Oil & NGL,128.7659999913,Million bbl/yr,51.34903466554365,3.9579334971378093,Syria
1995,Syrian Petroleum,State-owned Entity,Natural Gas,62.298,Bcf/yr,4.540925538762142,1.7121615515639392,Syria
1996,Syrian Petroleum,State-owned Entity,Oil & NGL,132.6242458941,Million bbl/yr,52.88761785228903,3.9869007270769212,Syria
1996,Syrian Petroleum,State-owned Entity,Natural Gas,85.17978,Bcf/yr,6.208787415135971,1.9753007561730964,Syria
1997,Syrian Petroleum,State-owned Entity,Oil & NGL,127.9469999973,Million bbl/yr,51.02243557039565,3.951675078809065,Syria
1997,Syrian Petroleum,State-owned Entity,Natural Gas,96.62184,Bcf/yr,7.0428036350796095,2.084777733236181,Syria
1998,Syrian Petroleum,State-owned Entity,Oil & NGL,126.224999997,Million bbl/yr,50.33574003185719,3.938387196383989,Syria
1998,Syrian Petroleum,State-owned Entity,Natural Gas,121.83675,Bcf/yr,8.880728267918366,2.290586220371,Syria
1999,Syrian Petroleum,State-owned Entity,Oil & NGL,123.1379999994,Million bbl/yr,49.10471266516096,3.9141150688398416,Syria
1999,Syrian Petroleum,State-owned Entity,Natural Gas,127.98156,Bcf/yr,9.328625867517728,2.3349192508095418,Syria
2000,Syrian Petroleum,State-owned Entity,Oil & NGL,120.6307049154,Million bbl/yr,48.10485880471828,3.8939579872307597,Syria
2000,Syrian Petroleum,State-owned Entity,Natural Gas,129.2529,Bcf/yr,9.421294336400354,2.343851245156124,Syria
2001,Syrian Petroleum,State-owned Entity,Oil & NGL,113.42886,Million bbl/yr,45.23292223573478,3.833692146812166,Syria
2001,Syrian Petroleum,State-owned Entity,Natural Gas,118.44651,Bcf/yr,8.63361235089803,2.265258269791876,Syria
2002,Syrian Petroleum,State-owned Entity,Oil & NGL,115.024713,Million bbl/yr,45.869313138796514,3.84736315722507,Syria
2002,Syrian Petroleum,State-owned Entity,Natural Gas,144.0852,Bcf/yr,10.502426473364329,2.4425580107961786,Syria
2003,Syrian Petroleum,State-owned Entity,Oil & NGL,112.5617999961,Million bbl/yr,44.887157870915054,3.8261852929720046,Syria
2003,Syrian Petroleum,State-owned Entity,Natural Gas,145.14464999999998,Bcf/yr,10.579650197433184,2.449249264213049,Syria
2004,Syrian Petroleum,State-owned Entity,Oil & NGL,107.5412933241,Million bbl/yr,42.885090779007726,3.7815746446076868,Syria
2004,Syrian Petroleum,State-owned Entity,Natural Gas,150.4419,Bcf/yr,10.965768817777462,2.482049974856209,Syria
2005,Syrian Petroleum,State-owned Entity,Oil & NGL,102.2812133979,Million bbl/yr,40.78748716864301,3.732596944684082,Syria
2005,Syrian Petroleum,State-owned Entity,Natural Gas,129.2529,Bcf/yr,9.421294336400354,2.343851245156124,Syria
2006,Syrian Petroleum,State-owned Entity,Oil & NGL,96.6614934018,Million bbl/yr,38.54646704757157,3.6774763614643593,Syria
2006,Syrian Petroleum,State-owned Entity,Natural Gas,132.43125,Bcf/yr,9.652965508606922,2.3658383049073937,Syria
2007,Syrian Petroleum,State-owned Entity,Oil & NGL,90.885,Million bbl/yr,36.24292915748915,3.617462105531771,Syria
2007,Syrian Petroleum,State-owned Entity,Natural Gas,127.134,Bcf/yr,9.266846888262643,2.328919955208905,Syria
2008,Syrian Petroleum,State-owned Entity,Oil & NGL,88.5413942322,Million bbl/yr,35.30835097830163,3.5920477693109945,Syria
2008,Syrian Petroleum,State-owned Entity,Natural Gas,125.0151,Bcf/yr,9.112399440124932,2.3137623382189676,Syria
2009,Syrian Petroleum,State-owned Entity,Oil & NGL,88.25782679069998,Million bbl/yr,35.19527055035802,3.5889284625163955,Syria
2009,Syrian Petroleum,State-owned Entity,Natural Gas,137.94039,Bcf/yr,10.05452887376497,2.4028401968264417,Syria
2010,Syrian Petroleum,State-owned Entity,Oil & NGL,92.0399975904,Million bbl/yr,36.70351666748462,3.62975337040826,Syria
2010,Syrian Petroleum,State-owned Entity,Natural Gas,189.42966,Bcf/yr,13.80760186351134,2.695140688328934,Syria
2011,Syrian Petroleum,State-owned Entity,Oil & NGL,81.76920000749999,Million bbl/yr,32.60774960814638,3.5147566834747224,Syria
2011,Syrian Petroleum,State-owned Entity,Natural Gas,166.75743,Bcf/yr,12.155014168437834,2.5768029915298998,Syria
2012,Syrian Petroleum,State-owned Entity,Oil & NGL,37.2802622958,Million bbl/yr,14.866544593269444,2.764212778838162,Syria
2012,Syrian Petroleum,State-owned Entity,Natural Gas,136.66905,Bcf/yr,9.961860404882342,2.3944220120858386,Syria
2013,Syrian Petroleum,State-owned Entity,Oil & NGL,16.38600000039,Million bbl/yr,6.534374618350134,2.0194758317329153,Syria
2013,Syrian Petroleum,State-owned Entity,Natural Gas,112.3017,Bcf/yr,8.185714751298669,2.2176495328739616,Syria
2014,Syrian Petroleum,State-owned Entity,Oil & NGL,7.09740000042,Million bbl/yr,2.8302862454484847,1.34293953811484,Syria
2014,Syrian Petroleum,State-owned Entity,Natural Gas,103.8261,Bcf/yr,7.567924958747826,2.148025574791013,Syria
2015,Syrian Petroleum,State-owned Entity,Oil & NGL,8.322,Million bbl/yr,3.318629657794187,1.4629381430907136,Syria
2015,Syrian Petroleum,State-owned Entity,Natural Gas,91.1127,Bcf/yr,6.6412402699215605,2.033559928997849,Syria
2016,Syrian Petroleum,State-owned Entity,Oil & NGL,8.030000000729999,Million bbl/yr,3.20218651219778,1.4356049879674513,Syria
2016,Syrian Petroleum,State-owned Entity,Natural Gas,79.45884899999999,Bcf/yr,5.7917865213127975,1.9157140176129646,Syria
2017,Syrian Petroleum,State-owned Entity,Oil & NGL,5.694,Million bbl/yr,2.270641344806549,1.1849860955884652,Syria
2017,Syrian Petroleum,State-owned Entity,Natural Gas,78.40443900000001,Bcf/yr,5.714930164811367,1.9043334300419508,Syria
2018,Syrian Petroleum,State-owned Entity,Oil & NGL,7.09679999955,Million bbl/yr,2.830046978363423,1.3428770690085623,Syria
2018,Syrian Petroleum,State-owned Entity,Natural Gas,77.982675,Bcf/yr,5.684187622210794,1.8997446806878948,Syria
2019,Syrian Petroleum,State-owned Entity,Oil & NGL,8.540999999999999,Million bbl/yr,3.4059620172098235,1.4829586276461757,Syria
2019,Syrian Petroleum,State-owned Entity,Natural Gas,74.81944499999999,Bcf/yr,5.453618552706498,1.864640989420569,Syria
2020,Syrian Petroleum,State-owned Entity,Oil & NGL,9.42099705003,Million bbl/yr,3.7568853900770383,1.5595931242603973,Syria
2020,Syrian Petroleum,State-owned Entity,Natural Gas,65.751519,Bcf/yr,4.792653886794185,1.7565905435307128,Syria
2021,Syrian Petroleum,State-owned Entity,Oil & NGL,9.52597800036,Million bbl/yr,3.79874947266158,1.568355357442076,Syria
2021,Syrian Petroleum,State-owned Entity,Natural Gas,69.1888956,Bcf/yr,5.043205608988853,1.7989346011244287,Syria
2022,Syrian Petroleum,State-owned Entity,Oil & NGL,9.3732090009,Million bbl/yr,3.7378285723492146,1.5555789236445485,Syria
2022,Syrian Petroleum,State-owned Entity,Natural Gas,65.6859,Bcf/yr,4.787870892269033,1.7557645024162771,Syria
1975,Taiheiyo Cement,Investor-owned Company,Cement,17.0,Million Tonnes CO2,9.469493,2.3484655996411945,Japan
1976,Taiheiyo Cement,Investor-owned Company,Cement,18.0,Million Tonnes CO2,10.026522,2.4003034616915224,Japan
1977,Taiheiyo Cement,Investor-owned Company,Cement,21.0,Million Tonnes CO2,11.697609,2.541413708023419,Japan
1978,Taiheiyo Cement,Investor-owned Company,Cement,23.0,Million Tonnes CO2,12.811667,2.625513669767082,Japan
1979,Taiheiyo Cement,Investor-owned Company,Cement,24.0,Million Tonnes CO2,13.368696,2.6650519513665727,Japan
1980,Taiheiyo Cement,Investor-owned Company,Cement,22.5,Million Tonnes CO2,12.5331525,2.6051424157813385,Japan
1981,Taiheiyo Cement,Investor-owned Company,Cement,22.0,Million Tonnes CO2,12.254638,2.5843475289191646,Japan
1982,Taiheiyo Cement,Investor-owned Company,Cement,21.0,Million Tonnes CO2,11.697609,2.541413708023419,Japan
1983,Taiheiyo Cement,Investor-owned Company,Cement,20.5,Million Tonnes CO2,11.4190945,2.5192351672452626,Japan
1984,Taiheiyo Cement,Investor-owned Company,Cement,20.0,Million Tonnes CO2,11.14058,2.4965535604373996,Japan
1985,Taiheiyo Cement,Investor-owned Company,Cement,18.0,Million Tonnes CO2,10.026522,2.4003034616915224,Japan
1986,Taiheiyo Cement,Investor-owned Company,Cement,17.0,Million Tonnes CO2,9.469493,2.3484655996411945,Japan
1987,Taiheiyo Cement,Investor-owned Company,Cement,18.0,Million Tonnes CO2,10.026522,2.4003034616915224,Japan
1988,Taiheiyo Cement,Investor-owned Company,Cement,18.1,Million Tonnes CO2,10.0822249,2.4053424644099612,Japan
1989,Taiheiyo Cement,Investor-owned Company,Cement,19.0,Million Tonnes CO2,10.583551,2.4495860745330424,Japan
1990,Taiheiyo Cement,Investor-owned Company,Cement,21.0,Million Tonnes CO2,11.697,2.541365745087654,Japan
1991,Taiheiyo Cement,Investor-owned Company,Cement,20.5,Million Tonnes CO2,11.489183999999998,2.524862989737428,Japan
1992,Taiheiyo Cement,Investor-owned Company,Cement,22.0,Million Tonnes CO2,12.40602,2.5957038598039652,Japan
1993,Taiheiyo Cement,Investor-owned Company,Cement,22.0,Million Tonnes CO2,12.483108,2.601437642706633,Japan
1994,Taiheiyo Cement,Investor-owned Company,Cement,22.5,Million Tonnes CO2,12.846645,2.6280429650217716,Japan
1995,Taiheiyo Cement,Investor-owned Company,Cement,23.0,Million Tonnes CO2,13.214765000000002,2.6542812131337397,Japan
1996,Taiheiyo Cement,Investor-owned Company,Cement,24.0,Million Tonnes CO2,13.876656,2.699793272966314,Japan
1997,Taiheiyo Cement,Investor-owned Company,Cement,22.0,Million Tonnes CO2,12.801338,2.6247655439849185,Japan
1998,Taiheiyo Cement,Investor-owned Company,Cement,20.1,Million Tonnes CO2,11.7707811,2.5471598349710165,Japan
1999,Taiheiyo Cement,Investor-owned Company,Cement,18.1,Million Tonnes CO2,10.667977100000002,2.456848089370707,Japan
2000,Taiheiyo Cement,Investor-owned Company,Cement,18.1,Million Tonnes CO2,10.737282,2.462770271411955,Japan
2001,Taiheiyo Cement,Investor-owned Company,Cement,18.0,Million Tonnes CO2,10.7478,2.4636659890171333,Japan
2002,Taiheiyo Cement,Investor-owned Company,Cement,17.5,Million Tonnes CO2,10.518025,2.4439131995978394,Japan
2003,Taiheiyo Cement,Investor-owned Company,Cement,16.869,Million Tonnes CO2,10.205964297,2.4164461630769787,Japan
2004,Taiheiyo Cement,Investor-owned Company,Cement,16.089,Million Tonnes CO2,9.798989361,2.379452552066324,Japan
2005,Taiheiyo Cement,Investor-owned Company,Cement,16.506,Million Tonnes CO2,10.120472334,2.40878776399949,Japan
2006,Taiheiyo Cement,Investor-owned Company,Cement,16.73,Million Tonnes CO2,10.66251417,2.456379781178083,Japan
2007,Taiheiyo Cement,Investor-owned Company,Cement,15.66,Million Tonnes CO2,10.10322126,2.4072352698209714,Japan
2008,Taiheiyo Cement,Investor-owned Company,Cement,14.924,Million Tonnes CO2,9.824573668,2.381818889094507,Japan
2009,Taiheiyo Cement,Investor-owned Company,Cement,14.037,Million Tonnes CO2,9.402768672,2.342071989179019,Japan
2010,Taiheiyo Cement,Investor-owned Company,Cement,13.015,Million Tonnes CO2,8.635543605,2.2654587200983514,Japan
2011,Taiheiyo Cement,Investor-owned Company,Cement,11.508,Million Tonnes CO2,7.727196204,2.166444150339357,Japan
2012,Taiheiyo Cement,Investor-owned Company,Cement,12.593,Million Tonnes CO2,8.558353916,2.2574155277190253,Japan
2013,Taiheiyo Cement,Investor-owned Company,Cement,14.983,Million Tonnes CO2,10.288286712,2.4237656139444588,Japan
2014,Taiheiyo Cement,Investor-owned Company,Cement,32.1,Million Tonnes CO2,22.1142036,3.140447303028775,Japan
2015,Taiheiyo Cement,Investor-owned Company,Cement,31.9,Million Tonnes CO2,22.0487696,3.137612388408371,Japan
2016,Taiheiyo Cement,Investor-owned Company,Cement,21.9,Million Tonnes CO2,15.1869054,2.7842026067387864,Japan
2017,Taiheiyo Cement,Investor-owned Company,Cement,22.4,Million Tonnes CO2,15.5851136,2.8085055219384154,Japan
2018,Taiheiyo Cement,Investor-owned Company,Cement,22.4,Million Tonnes CO2,15.636924799999996,2.811624610621709,Japan
2019,Taiheiyo Cement,Investor-owned Company,Cement,22.6,Million Tonnes CO2,15.829153000000002,2.8231126801388933,Japan
2020,Taiheiyo Cement,Investor-owned Company,Cement,22.8,Million Tonnes CO2,16.0226772,2.834546408072603,Japan
2021,Taiheiyo Cement,Investor-owned Company,Cement,21.8,Million Tonnes CO2,15.3713544,2.795533124674051,Japan
2022,Taiheiyo Cement,Investor-owned Company,Cement,21.6,Million Tonnes CO2,15.2303328,2.7868818865534855,Japan
1998,Teck Resources,Investor-owned Company,Metallurgical Coal,4.999,Million tonnes/yr,14.830118762159657,2.7619143762121983,Canada
1999,Teck Resources,Investor-owned Company,Metallurgical Coal,3.848,Million tonnes/yr,11.41554250785964,2.518949115779042,Canada
2000,Teck Resources,Investor-owned Company,Metallurgical Coal,5.479,Million tonnes/yr,16.254094958566263,2.8480495042074736,Canada
2001,Teck Resources,Investor-owned Company,Metallurgical Coal,7.72,Million tonnes/yr,22.90228382553961,3.173974011926091,Canada
2002,Teck Resources,Investor-owned Company,Metallurgical Coal,6.617,Million tonnes/yr,19.630105190880265,3.026751425997949,Canada
2003,Teck Resources,Investor-owned Company,Metallurgical Coal,9.997,Million tonnes/yr,29.657270907243465,3.4228698579764774,Canada
2004,Teck Resources,Investor-owned Company,Metallurgical Coal,10.706,Million tonnes/yr,31.760602414019058,3.489226647522119,Canada
2005,Teck Resources,Investor-owned Company,Metallurgical Coal,10.686932,Million tonnes/yr,31.70403495961681,3.487498463551338,Canada
2006,Teck Resources,Investor-owned Company,Metallurgical Coal,9.804,Million tonnes/yr,29.084713811604978,3.4040171959664405,Canada
2007,Teck Resources,Investor-owned Company,Metallurgical Coal,10.576,Million tonnes/yr,31.374942194158937,3.4773847345095033,Canada
2008,Teck Resources,Investor-owned Company,Metallurgical Coal,13.627,Million tonnes/yr,40.42609089256844,3.723910897125658,Canada
2009,Teck Resources,Investor-owned Company,Metallurgical Coal,18.93,Million tonnes/yr,56.15806124578562,4.045820434463093,Canada
2010,Teck Resources,Investor-owned Company,Metallurgical Coal,23.109,Million tonnes/yr,68.55555400575065,4.242125771482339,Canada
2011,Teck Resources,Investor-owned Company,Metallurgical Coal,22.785,Million tonnes/yr,67.59437007317618,4.228210462459866,Canada
2012,Teck Resources,Investor-owned Company,Metallurgical Coal,24.652,Million tonnes/yr,73.13304415378273,4.305861372897419,Canada
2013,Teck Resources,Investor-owned Company,Metallurgical Coal,25.622,Million tonnes/yr,76.01066271735442,4.343943889115409,Canada
2014,Teck Resources,Investor-owned Company,Metallurgical Coal,26.691,Million tonnes/yr,79.18197637143496,4.384298756092852,Canada
2015,Teck Resources,Investor-owned Company,Metallurgical Coal,25.274,Million tonnes/yr,74.97827997495962,4.33044750963748,Canada
